Date,SessionId,Hops,Duration,Cost,Status,Input
"August 29, 2024 9:29 AM",ATUid_f4fb19c9cf328cd82687f19a44339e15,3,19s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:29 AM",ATUid_8c601904b548f7537d6ffa7a93891bb8,5,20s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_dbaa206ffc7bc7ff43db3548a68b323d,5,42s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_9599c625715d0c1988677403caa20a2d,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:29 AM",ATUid_ad8550f5e73ec2bcc8771c05fb538afe,5,51s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_26ffb119106a0a881618630e82fc7d74,5,44s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_9df12fd6bb4a74dabfc89bc88dd20ce1,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_118d74c9f819f615e642fe1ba22999a1,5,36s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_caaabbf71fc1bc69e035c46e7d6cb5f5,5,38s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_97f4ee3ca2f4bfda170db925b15c036b,3,38s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:29 AM",ATUid_a2e0e1dae162fcdaf57c452bf90d7491,5,41s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_b992ba29884fcbbbe4681228ceb611b1,5,25s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_3e9573d3e700ce8617864b8052785dc0,3,29s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:29 AM",ATUid_e7a9eea1387b4bdf12a22fa719b6208b,5,27s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_ded0fd77fb355e87d720b89b9c16f135,5,4s,KES 1.2500,Success,N/A
"August 29, 2024 9:29 AM",ATUid_9d0d1e1d534ca4a976f37c0b6b1c90cf,4,33s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:29 AM",ATUid_63d1f486c3299de4802cee0f7162064d,7,88s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_ff38465fbba692daef2893c38bd3f513,5,20s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_3195c289e17cca1d34e6a9cb3a69e71c,3,18s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_73f195cf99b8d50656bdf2dce21396b1,2,10s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_b974301b5049781893803454a807d8a2,5,41s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_e209aa593895ab7a320da751f7f373ba,5,5s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_0cc0e39ad43cf432adb1c35ca4097d1d,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_f717d57641ccd6f417e721568c067c7e,5,48s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_81f2b50b140c96f2d778fd6a031ea092,5,27s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_11b10300c33c3299f8481303f760fbd9,2,14s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_7ec240f268a1c42a5814e0ffccbf189e,3,25s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_a5e8cc8e896f34cb6792f182c2ce96ac,5,20s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_4466dc8fdaab073de606d180b4769ff8,5,22s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_48d305e24d6c5c79afc425949d08e612,5,11s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_012d0681a7552aada6d73ac82796ffb9,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_c25629f393c1e3b76d9803aa7de38fd5,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_b04df62de73446bca15ebd9cddaad793,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_aa1139f753e26683517102fd732832b2,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_bb17798e2959c3af532dbd0fd2f7d0f1,5,15s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_056b57e658ac17795c610021cf5a5b3b,5,43s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_de3c088aa1327aa334ff8fa4ffe2a545,5,47s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_6d3e21142c676daec42568d3796099ad,5,21s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_6aeb099d61d384282270231f2e3cc9bb,5,63s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_14902761b6d2401cbbf1ef28643ed357,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_44b3e3f8629b9c6287663a38f865d76c,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_651199ea59aee66c064840a79d4fedd2,3,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_8cd25b15b8c4ab067c866ed8bbeea075,5,30s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_0ec53d47aaf5a47369628aef9d456937,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_fc743fc5273e93dd44dfbbd453238dbc,5,6s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_d9b4c6ac85f3dbcd5c5333b61c30d0fe,5,36s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_dcdc48a38f7c6defe199d3f7dda6f34a,5,22s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_f417b8576543c702b7830d9bca103004,5,19s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_44a0753ce3638325760c7da71fdc3f3d,2,18s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_4edc178d14c5608a4d1b288ece637c6a,16,146s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:28 AM",ATUid_839689fa0d9c3ca3b597aae803c802a7,5,6s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_67ec2f6f36ef7afd8085371a65fb934f,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 9:28 AM",ATUid_12750ad2c320adf2940c1bd712859207,5,8s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_a5ea7670d56acde46b2e2df79c9587e9,5,2s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_085534e2f7388a5f7f4869aa879a10f5,5,8s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_e4b547fba5dd7507d7343e55c4c7c17d,3,27s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_23bdb06707c228015ab4a39c81c2da6d,5,6s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_b3440b3e9b4b7d7975f384f181bd92c7,5,36s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_2373cfa72bc57ed0d4711580bf98a4f5,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_6c78817c71c1ba22c584e3e137362cb6,3,31s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_089d3a6de05ed2ad126139b8bb3ba5c4,5,21s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_62784f3f90a7da477dbeb0055e1c8412,3,14s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_4f2e35e46bfe260bbc5831d77875c4df,3,25s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_f667aa2d87111232d29029eb94aa3e50,5,9s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_62ac47a3c80c7adb16f5359bfa57d051,3,47s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_6f1c2d0249e46cac9f76f7a39485a6ea,5,26s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_035a2d1fdeca3ccc6b3c7ece8b325ddd,11,2s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_e6ea8ff928c52b3961fd8b6dac5bc702,5,46s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_9cf2bd53ffb9e659d84bf1fc4dde0ecb,5,10s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_efe791f5871acd09d37ed7e2949904ed,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_9a6cc0ebcf665d2ca8da53b89b41192b,3,21s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_5ab316a9c90f01ac9b4f59cce7fdae54,2,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_c737cf64c70c11596fb8760c8ceee3a3,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_4321f291b68bd220f759f3f59523315e,5,14s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_73df371090a01011db6b107bbacd7f7c,5,18s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_41686bae1734d208c6902c31a069fe10,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_d7db2980a08c5445e665ee1440fefa79,5,13s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_627b2deb65d09bfd51355a4010ffe2b4,7,86s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_032a0311c6dd5b97b717a14f0d7c860c,5,43s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_d960a42c109d98de7cf367d63458e63b,5,54s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_fcbf20403925c84f1ae27e6ecfe39093,5,39s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_0d7df03865195c167bbe7e99b264cf96,5,56s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_695b8b1db9b5bd7c2c6ef3d284f913fe,5,30s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_2930b5f83804d12a4bbe3f3a7aa1066b,5,47s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_a1f202ccb426106505588e0d2a612471,5,10s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_d9629ad93702553f13c2eb08ed839d9a,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_87a84d926c2f1480deeb7e4403e6860f,5,41s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_2eb7a3f3abdc2dfbaf72310293e4ba52,5,5s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_24f74ceefc75503459ac05623ee51890,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_df7efcb70ed50b47f9893d745efdd7e1,5,24s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_64e70c7b5a8f791e3aea55f98e2bb3ec,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_a8f1f1afa595b73be21a2c32f827d156,5,25s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_e0fd304e0201ba52bb703e33b0236c96,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_57d0069a9d2dd9945fea7fc2b553eb72,9,80s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_05aa83a28f77bbfa7f582bae8f93ecda,5,9s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_aa28c87e29c3c921d1284976ccaab5b3,5,24s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_56eec41acc96296d25cd281f83e7f4d2,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_4b65b17fa8e1aaeca400f72eb9d61b9e,3,45s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_8ade1b0dbc68e62afa9ec77bca405439,5,41s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_7e1dd5a91408e157384ec27b566f5d15,2,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_6efee4e6abac9b9b66254bc06e15d4fd,3,20s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:27 AM",ATUid_0b7c0cc0a0cda36b3491aacd07c4673a,5,24s,KES 1.2500,Success,N/A
"August 29, 2024 9:27 AM",ATUid_ca9172d2b19a9e94fdc96857efd54cc8,5,54s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_e731b6b921cc2712242df04d96fe793a,3,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_cf4ae7f850b388496612fe10c060cc78,5,19s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_a8cb2563a6c6ba74bec269364004c182,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_75ff843269791e4ac7234885b651b423,3,18s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_7fd9d620279c15696c07b96d974bb4bf,5,18s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_3dc97908644a0eca501c0ac1e1169a8a,3,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_232b2b3d3ff14c5dfbb2be9bc44acfeb,5,20s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_d40ea4f9ff95a408cfde10a8f06ef9f4,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_f66a589f5cc314e0d26faef72a39f6bd,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_e521f3500576abcbee4b402e82a20a85,3,26s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_8116c03920935aeb528b5808dc3ed8d9,5,14s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_033cc3f07e817ddf138b7b614571df2f,3,40s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_7cb12d2e91189d6d276e91a8daadfdb0,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_ea30f88620a382c8b8072847e2666df9,5,10s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_645c971c910b6173114e3e8a361816e3,5,51s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_2bc5bcdd08b58827f3414beefdea5691,7,98s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_c04ebe1515960579c57186993afb047c,5,22s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_b1c1f81461442b5103e5ba4e02db040e,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_50df731e3d7cccd05229d5d05359658f,5,53s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_f4ce897520b11b1df0fc53d579fdaf70,5,41s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_388c78cff52fa1778a69c92f9388a685,5,20s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_9caf517d5ba19011711980f3abaf7b6b,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_fb105fe34e5b44a39fcfadf3751e0540,5,13s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_d6ca0c9a912d0939627419140712d146,6,76s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_381a802d35743f86dd546c618e91bc0c,3,20s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_039c71faea22f4d12430ac6a9aff3eb4,5,5s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_67be82444c470ac29be648f9789ef67b,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_0931741ca744610e86e279d5e68d6fa7,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_06b4ed450a9521ffe4b81e0692ae616f,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_c82444c0dd44076b510e6111387072c8,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_9e0bf1d4858aae6126db8afa02359a0a,5,52s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_3be4c7be6168ee20c8d4b2b5068355a4,3,12s,KES 1.2500,Incomplete,N/A
"August 29, 2024 9:26 AM",ATUid_edabee6a960f80d406f6227a722c86df,5,39s,KES 1.2500,Success,N/A
"August 29, 2024 9:26 AM",ATUid_6897262f3add9815c724456569837f4f,3,20s,KES 1.2500,Incomplete,N/A
